,AAPL,AMZN,CVS,UNH,WMT,ARIMA_AAPL,RF_AAPL,ARIMA_AMZN,RF_AMZN,ARIMA_CVS,RF_CVS,ARIMA_UNH,RF_UNH,ARIMA_WMT,RF_WMT
2024-06-05,195.8699951171875,181.27999877929688,60.70000076293945,503.1199951171875,67.08999633789062,201.9277510526646,148.0200036621094,150.84909493328348,122.2345344543457,78.81016308694457,95.2510001373291,552.7811176923439,493.3121969604492,53.10127995343831,41.71026638031006
2024-06-06,194.47999572753903,185.0,60.93999862670898,501.9200134277344,67.1500015258789,202.0116893611889,147.53510391235352,150.83928883327522,120.78765480041504,78.80882273192809,95.15410057067872,553.0164032065466,492.369497680664,53.10619061016918,41.52710010528565
2024-06-07,196.88999938964844,184.3000030517578,61.77999877929688,490.6900024414063,65.87999725341797,202.0956276697132,146.80270431518554,150.82948273326693,119.24234939575196,78.80748237691161,94.9260001373291,553.2516887207494,489.7413946533203,53.11110126690005,41.1891667175293
2024-06-10,193.1199951171875,187.05999755859372,60.27999877929688,495.0,66.95999908447266,202.1795659782375,140.79300216674804,150.81967663325867,108.31131019592286,78.80614202189511,93.36349853515624,553.4869742349522,485.6089041137696,53.11601192363092,40.52179969787598
2024-06-11,207.1499938964844,187.22999572753903,60.0,496.2200012207031,66.7300033569336,202.2635042867618,139.55750198364257,150.8098705332504,105.07045928955078,78.80480166687863,93.09929870605468,553.7222597491549,484.4619021606445,53.12092258036179,40.40543300628662
2024-06-12,213.07000732421875,186.88999938964844,59.9900016784668,493.0700073242188,66.30999755859375,202.34744259528608,136.02789916992188,150.8000644332421,105.76929908752442,78.80346131186215,92.0890983581543,553.9575452633577,472.272399597168,53.12583323709266,40.03013252258301
2024-06-13,214.2400054931641,183.8300018310547,61.02999877929688,497.2999877929688,66.69999694824219,202.4313809038104,133.67639755249024,150.79025833323385,105.96144973754885,78.80212095684567,90.88629837036132,554.1928307775604,467.5077996826172,53.130743893823535,40.02700008392334
2024-06-14,212.4900054931641,183.66000366210935,60.220001220703125,497.1199951171875,67.0199966430664,202.51531921233467,133.31819732666017,150.78045223322556,108.9348105621338,78.80078060182917,90.17090072631837,554.4281162917632,463.1230966186524,53.13565455055441,39.89949993133545
2024-06-17,216.6699981689453,184.05999755859372,61.09000015258789,489.2300109863281,67.41999816894531,202.599257520859,133.63799774169922,150.7706461332173,110.00850517272949,78.7994402468127,91.0015998840332,554.6634018059659,465.2587991333008,53.140565207285285,39.99779983520508
2024-06-18,214.2899932861328,182.80999755859372,61.0099983215332,481.0499877929688,67.5999984741211,202.6831958293833,133.9360971069336,150.760840033209,109.38817489624024,78.79809989179621,91.1157009124756,554.8986873201687,464.9004989624024,53.14547586401616,39.99726634979248
2024-06-20,209.67999267578125,186.1000061035156,61.0,484.5199890136719,68.01000213623047,202.85107244643189,134.93790008544923,150.74122783319248,108.48053077697756,78.79541918176324,90.79030044555664,555.3692583485742,478.52010009765627,53.1552971774779,40.53819999694824
2024-06-21,207.4900054931641,189.0800018310547,61.369998931884766,482.5899963378906,67.91000366210938,202.93501075495615,135.71840057373046,150.7314217331842,109.5581061553955,78.79407882674676,90.16980171203612,555.6045438627771,477.4254010009765,53.16020783420877,40.52136680603027
2024-06-24,208.13999938964844,185.57000732421875,61.72999954223633,489.9800109863281,68.9000015258789,203.01894906348048,139.85660247802736,150.72161563317593,109.9410150909424,78.79273847173027,93.4872999572754,555.8398293769798,497.07829681396487,53.16511849093964,41.07220027923584
2024-06-25,209.07000732421875,186.33999633789065,60.43999862670898,484.5,67.41999816894531,203.1028873720048,139.27950256347657,150.71180953316764,108.50816520690918,78.7913981167138,93.56919937133787,556.0751148911826,499.1645004272461,53.17002914767051,41.04166732788086
